interview__key	interview__id	Vegetable_roster__id	vegetable_measure__1	vegetable_measure__2	vegetable_measure__3	vegetable_measure__4	vegetable_measure__5	vegetable_measure__6
56-47-90-67	6154446d98fb4eaf963ef0a03caba037	5	0	1	0	0	0	0
56-47-90-67	6154446d98fb4eaf963ef0a03caba037	6	0	1	0	0	0	0
56-47-90-67	6154446d98fb4eaf963ef0a03caba037	13	1	0	0	0	0	0
23-10-08-10	72b9f2de41724a00af5442aa164e6bbd	1	0	1	0	0	0	0
23-10-08-10	72b9f2de41724a00af5442aa164e6bbd	4	0	0	0	0	1	0
23-10-08-10	72b9f2de41724a00af5442aa164e6bbd	9	1	0	0	0	0	0
23-10-08-10	72b9f2de41724a00af5442aa164e6bbd	12	1	0	0	0	0	0
11-31-05-43	05af1e38b2bc4fdd9a3e653c6ac5ae60	15	0	0	0	0	1	0
92-37-07-12	ca9e109a1ac744d1b2a95cc1b954c8d4	5	0	1	0	0	0	0
92-37-07-12	ca9e109a1ac744d1b2a95cc1b954c8d4	7	0	0	0	0	1	0
19-99-24-27	169e329f2ccd4ebcaad3864f364dda25	1	0	1	0	0	0	0
19-99-24-27	169e329f2ccd4ebcaad3864f364dda25	6	0	1	0	0	0	0
78-50-99-49	e39f550246c64f09a76c99c4f957576a	8	0	1	0	0	1	0
78-50-99-49	e39f550246c64f09a76c99c4f957576a	9	1	0	0	0	0	0
84-76-94-60	b09ffdc44b4c4fcd83ab25be00bd2877	1	0	1	0	0	0	0
84-76-94-60	b09ffdc44b4c4fcd83ab25be00bd2877	8	0	1	0	0	0	0
84-76-94-60	b09ffdc44b4c4fcd83ab25be00bd2877	9	1	0	0	0	0	0
36-13-42-19	dcf0cd99320c430580f7f9480f8bcd3d	12	1	0	0	0	0	0
36-13-42-19	dcf0cd99320c430580f7f9480f8bcd3d	14	1	0	0	0	0	0
39-15-39-80	05b6c5169bd74122a2b8148a548ea007	1	0	1	0	0	0	0
39-15-39-80	05b6c5169bd74122a2b8148a548ea007	8	0	0	0	0	1	0
39-15-39-80	05b6c5169bd74122a2b8148a548ea007	9	1	0	0	0	0	0
39-15-39-80	05b6c5169bd74122a2b8148a548ea007	12	1	0	0	0	0	0
39-15-39-80	05b6c5169bd74122a2b8148a548ea007	16	0	1	0	0	0	0
67-38-04-84	061bb9b798964a9fa2315cd7c319599a	1	0	1	0	0	0	0
67-38-04-84	061bb9b798964a9fa2315cd7c319599a	7	0	0	0	0	1	0
40-53-00-74	09a8a5df8e934f73a96d6cf84b887169	5	0	1	0	0	0	0
40-53-00-74	09a8a5df8e934f73a96d6cf84b887169	12	1	0	0	0	0	0
86-57-40-11	2664ad58944d4e7098b80011dfa538ac	5	0	1	0	0	0	0
16-01-77-59	275fd783b91d4a659e06606c37953901	4	0	0	0	0	1	0
16-01-77-59	275fd783b91d4a659e06606c37953901	5	0	1	0	0	0	0
16-01-77-59	275fd783b91d4a659e06606c37953901	12	1	0	0	0	0	0
33-48-14-65	0caa0e96b217481ca6e47c40c9feffd7	1	0	1	0	0	0	0
33-48-14-65	0caa0e96b217481ca6e47c40c9feffd7	4	0	0	0	0	1	0
33-48-14-65	0caa0e96b217481ca6e47c40c9feffd7	15	0	0	0	0	1	0
02-87-34-91	0fb49e08f407465c99046fe7b2d0b822	3	0	0	0	0	1	0
02-87-34-91	0fb49e08f407465c99046fe7b2d0b822	4	0	0	0	0	1	0
02-87-34-91	0fb49e08f407465c99046fe7b2d0b822	9	1	0	0	0	0	0
02-87-34-91	0fb49e08f407465c99046fe7b2d0b822	12	1	1	0	0	0	0
02-87-34-91	0fb49e08f407465c99046fe7b2d0b822	16	0	1	0	0	0	0
08-10-21-39	27ce7f528ad7458aa4777acaf15a927e	1	0	1	0	0	0	0
13-44-88-71	124a63e90dfb4f28956edd2491ead7b2	4	0	0	0	0	1	0
13-44-88-71	124a63e90dfb4f28956edd2491ead7b2	8	0	1	0	0	0	0
13-44-88-71	124a63e90dfb4f28956edd2491ead7b2	9	1	0	0	0	0	0
13-44-88-71	124a63e90dfb4f28956edd2491ead7b2	12	1	0	0	0	0	0
13-44-88-71	124a63e90dfb4f28956edd2491ead7b2	13	1	0	0	0	0	0
11-36-05-72	1483b28295d94c69be405b2ef9332083	9	1	1	0	0	0	0
75-65-00-69	293a2bcce96f41afb8b1e8e55dd8c426	3	0	0	0	0	1	0
75-65-00-69	293a2bcce96f41afb8b1e8e55dd8c426	5	0	1	0	0	0	0
75-65-00-69	293a2bcce96f41afb8b1e8e55dd8c426	8	0	1	0	0	0	0
52-21-95-27	1797ce8afb4247b7878a6f4e38eba4e0	5	0	1	0	0	0	0
52-21-95-27	1797ce8afb4247b7878a6f4e38eba4e0	8	0	1	0	0	1	0
36-94-68-37	29ca5c51e9ea44fe84883a1d3efe15ee	1	0	1	0	0	0	0
36-94-68-37	29ca5c51e9ea44fe84883a1d3efe15ee	12	1	1	0	0	0	0
29-39-84-96	1b40afdf802f42d790b163ae16982f41	1	0	1	0	0	0	0
29-39-84-96	1b40afdf802f42d790b163ae16982f41	4	0	0	0	0	1	0
29-39-84-96	1b40afdf802f42d790b163ae16982f41	5	0	1	0	0	0	0
77-97-12-57	1ced76b8241b4376a04490b40d87101e	4	0	0	0	0	1	0
77-97-12-57	1ced76b8241b4376a04490b40d87101e	9	0	0	1	0	0	0
77-97-12-57	1ced76b8241b4376a04490b40d87101e	12	0	0	1	0	0	0
52-51-07-87	2ab1ecbc49884c38a71f0ab1b841b4ba	5	0	1	0	0	0	0
52-51-07-87	2ab1ecbc49884c38a71f0ab1b841b4ba	7	0	0	0	0	1	0
41-86-70-21	1e054a37cc5542f594a1ecc0b2460776	1	0	1	0	0	0	0
41-86-70-21	1e054a37cc5542f594a1ecc0b2460776	4	0	0	0	0	1	0
25-55-36-27	2abc4ab863474e23a90630dec5793cec	6	0	1	0	0	0	0
24-62-28-41	1f90af5a1f0d4ba6a624d4fb558d6aa0	4	0	0	0	0	1	0
01-86-00-74	1fa25865acc84afd9eff9cf14ca0c47f	1	0	1	0	0	0	0
01-86-00-74	1fa25865acc84afd9eff9cf14ca0c47f	4	0	0	0	0	1	0
01-86-00-74	1fa25865acc84afd9eff9cf14ca0c47f	7	0	0	0	0	1	0
01-86-00-74	1fa25865acc84afd9eff9cf14ca0c47f	9	1	0	0	0	0	0
75-14-52-58	2b68d447206543388e36b8869de04437	1	0	1	0	0	0	0
75-14-52-58	2b68d447206543388e36b8869de04437	5	0	1	0	0	0	0
75-14-52-58	2b68d447206543388e36b8869de04437	7	0	0	0	0	1	0
41-20-61-84	1fc16dca81e14ed39e07ac02e817c8bf	5	0	1	0	0	0	0
41-20-61-84	1fc16dca81e14ed39e07ac02e817c8bf	7	0	0	0	0	1	0
14-19-73-71	2bbd5cf66b0e4af5b674d7d3d411e8ac	4	0	0	0	0	1	0
49-41-17-48	21d927e5d53149a6b9af7c5511fe14da	8	0	1	0	0	0	0
21-48-38-50	38ab2f9426784717bc53e73c589229b4	1	0	1	0	0	0	0
21-48-38-50	38ab2f9426784717bc53e73c589229b4	2	0	1	0	0	0	0
21-48-38-50	38ab2f9426784717bc53e73c589229b4	5	0	1	0	0	0	0
21-48-38-50	38ab2f9426784717bc53e73c589229b4	12	0	0	0	0	0	1
77-15-25-95	23018294376a4bef9926eec496d438f0	4	0	0	0	0	1	0
77-15-25-95	23018294376a4bef9926eec496d438f0	8	0	0	0	0	1	0
77-15-25-95	23018294376a4bef9926eec496d438f0	11	0	0	0	0	1	0
77-15-25-95	23018294376a4bef9926eec496d438f0	16	0	1	0	0	0	0
85-08-40-49	237d5e6da1be4d71aee32d649f64737b	4	0	0	0	0	1	0
52-37-64-25	2be83f6258c14528829849d6e7988e22	4	0	0	0	0	1	0
52-37-64-25	2be83f6258c14528829849d6e7988e22	6	0	1	0	0	0	0
06-45-29-43	2f26821bc60840b4aa2da1e9ba76466e	4	0	0	0	0	1	0
06-45-29-43	2f26821bc60840b4aa2da1e9ba76466e	12	1	0	0	0	0	0
79-62-25-44	300a6a7697564f33aa126af7be940e09	1	0	1	0	0	0	0
79-62-25-44	300a6a7697564f33aa126af7be940e09	4	0	0	0	0	1	0
46-47-47-76	3dae67a8e47f40bc9d6240cb9df19851	9	0	0	1	0	0	0
46-47-47-76	3dae67a8e47f40bc9d6240cb9df19851	12	0	0	1	0	0	0
46-47-47-76	3dae67a8e47f40bc9d6240cb9df19851	14	1	0	0	0	0	0
95-31-93-08	2c90e907d3b44921bad4cf9c20ea2e90	4	0	0	0	0	1	0
95-31-93-08	2c90e907d3b44921bad4cf9c20ea2e90	9	0	0	1	0	0	0
95-31-93-08	2c90e907d3b44921bad4cf9c20ea2e90	12	0	0	1	0	0	0
95-31-93-08	2c90e907d3b44921bad4cf9c20ea2e90	14	0	0	0	0	1	0
85-26-35-54	305920348460463193220290cf915981	6	0	1	0	0	0	0
85-26-35-54	305920348460463193220290cf915981	8	0	0	0	0	1	0
85-26-35-54	305920348460463193220290cf915981	9	1	0	0	0	0	0
13-95-65-04	3df200693b5e4cbc8fc59a4a3893c193	4	0	0	0	0	1	0
13-95-65-04	3df200693b5e4cbc8fc59a4a3893c193	12	1	0	0	0	0	0
13-95-65-04	3df200693b5e4cbc8fc59a4a3893c193	14	1	0	0	0	0	0
65-82-84-27	34d823dd453f4309a5846f195acfadf1	5	0	1	0	0	0	0
65-82-84-27	34d823dd453f4309a5846f195acfadf1	8	0	1	0	0	1	0
65-82-84-27	34d823dd453f4309a5846f195acfadf1	12	1	0	0	0	0	0
65-82-84-27	34d823dd453f4309a5846f195acfadf1	14	1	0	0	0	0	0
66-33-53-94	429bfac4b7d146e5a00b9da62c5da734	7	0	0	0	0	1	0
21-08-68-81	4027c28071274f969733f2ee7fec8d1f	1	0	1	0	0	0	0
23-80-98-13	410f759b168e4b488acd82e8fcf4f084	1	0	0	0	0	1	0
23-80-98-13	410f759b168e4b488acd82e8fcf4f084	7	0	0	0	0	1	0
71-21-10-76	35fc411ec3204dff8fa5a0a228e8a4a3	4	0	0	0	0	1	0
71-21-10-76	35fc411ec3204dff8fa5a0a228e8a4a3	5	0	1	0	0	0	0
71-21-10-76	35fc411ec3204dff8fa5a0a228e8a4a3	6	0	1	0	0	0	0
27-97-52-73	41a2149900bb4359a3c404936dda0fa4	6	0	1	0	0	0	0
51-56-39-20	42cb7ecc6fbf4fc28be6b62fa4506b95	5	1	0	0	0	0	0
51-56-39-20	42cb7ecc6fbf4fc28be6b62fa4506b95	9	1	0	0	0	0	0
51-56-39-20	42cb7ecc6fbf4fc28be6b62fa4506b95	12	1	0	0	0	0	0
39-00-25-40	517a45061d714030ad363f102530ef58	1	0	1	0	0	0	0
00-34-76-50	36a5680d1fb64924b94a25c1daba2e09	1	0	1	0	0	0	0
00-34-76-50	36a5680d1fb64924b94a25c1daba2e09	9	1	1	0	0	0	0
40-06-88-49	5213c79e2cdd477a8c7d58603ab78452	4	0	0	0	0	1	0
40-06-88-49	5213c79e2cdd477a8c7d58603ab78452	7	0	0	0	0	1	0
40-06-88-49	5213c79e2cdd477a8c7d58603ab78452	8	0	0	0	0	1	0
16-06-99-23	3737b4de752b43c68385079ca696ad60	4	0	0	0	0	1	0
16-06-99-23	3737b4de752b43c68385079ca696ad60	5	0	1	0	0	0	0
16-06-99-23	3737b4de752b43c68385079ca696ad60	7	0	0	0	0	1	0
47-98-10-82	38365c2bac764683bee9fe090ca517f7	1	0	1	0	0	0	0
47-98-10-82	38365c2bac764683bee9fe090ca517f7	9	1	1	0	0	0	0
84-27-51-48	52cfaa8be16c4d8cba3bedffb22e71df	5	0	1	0	0	0	0
06-10-07-86	629eba13bd0942e98b3435b647a2ab1e	4	0	0	0	0	1	0
06-10-07-86	629eba13bd0942e98b3435b647a2ab1e	5	0	1	0	0	0	0
73-39-26-97	533406e4f38346628231881abbb39055	4	0	0	0	0	1	0
73-39-26-97	533406e4f38346628231881abbb39055	8	0	0	0	0	1	0
73-39-26-97	533406e4f38346628231881abbb39055	12	1	1	0	0	0	0
73-39-26-97	533406e4f38346628231881abbb39055	14	1	0	0	0	0	0
07-58-57-25	4757f3938b1b4b39b549f0eb9cbaa65d	5	0	1	0	0	0	0
07-58-57-25	4757f3938b1b4b39b549f0eb9cbaa65d	7	0	0	0	0	1	0
43-97-94-08	62c717d58b48447086e75f29e8f0aed0	1	1	0	0	0	0	0
43-97-94-08	62c717d58b48447086e75f29e8f0aed0	12	1	0	0	0	0	0
43-97-94-08	62c717d58b48447086e75f29e8f0aed0	16	0	1	0	0	0	0
97-36-53-33	55ee7c1054834686b17ecaa50a4b3dd9	1	0	1	0	0	0	0
97-36-53-33	55ee7c1054834686b17ecaa50a4b3dd9	4	0	0	0	0	1	0
97-36-53-33	55ee7c1054834686b17ecaa50a4b3dd9	8	0	0	0	0	1	0
97-36-53-33	55ee7c1054834686b17ecaa50a4b3dd9	12	0	0	1	0	0	0
15-34-12-96	5863b4eda2224dccb840e615d00b62ae	6	0	1	0	0	0	0
58-69-81-03	47e889fa85c94bd7ad7b186769809191	7	0	0	0	0	1	0
58-69-81-03	47e889fa85c94bd7ad7b186769809191	12	0	0	1	0	0	0
91-66-16-49	648013c57fc044f384097f240f739cb9	5	0	1	0	0	0	0
91-66-16-49	648013c57fc044f384097f240f739cb9	12	1	0	0	0	0	0
10-92-87-94	58d2f23d2828497eb574d561d357c90d	1	0	1	0	0	0	0
10-92-87-94	58d2f23d2828497eb574d561d357c90d	4	0	1	0	0	0	0
10-92-87-94	58d2f23d2828497eb574d561d357c90d	5	0	1	0	0	0	0
10-92-87-94	58d2f23d2828497eb574d561d357c90d	8	0	0	0	0	1	0
10-92-87-94	58d2f23d2828497eb574d561d357c90d	12	0	0	1	0	0	0
10-92-87-94	58d2f23d2828497eb574d561d357c90d	13	0	0	0	0	0	1
10-92-87-94	58d2f23d2828497eb574d561d357c90d	16	0	1	0	0	0	0
31-19-96-30	64c052d4c587415dbfaced3d8df0d839	1	0	1	0	0	0	0
31-19-96-30	64c052d4c587415dbfaced3d8df0d839	8	0	1	0	0	1	0
31-19-96-30	64c052d4c587415dbfaced3d8df0d839	13	0	0	0	0	1	0
89-07-06-76	58e2cdffd9a442f5bcaddc65d8b03a8e	7	0	0	0	0	1	0
74-21-83-95	5b1faddf0cf44855a07f6f420200bc37	4	0	0	0	0	1	0
32-80-94-27	4949ba79020142d0a2c7e09abfe75ca6	4	0	0	0	0	1	0
60-79-30-56	5b7974d8a4874d21807a3d18d1a6f20a	1	0	1	0	0	0	0
60-79-30-56	5b7974d8a4874d21807a3d18d1a6f20a	7	0	0	0	0	1	0
83-34-22-20	497b7feceaf94b30ba5bb11b95b58dc8	7	0	0	0	0	1	0
55-40-64-30	6596e0fe884a4f8a8518c918bdf692ec	1	0	1	0	0	0	0
55-40-64-30	6596e0fe884a4f8a8518c918bdf692ec	6	0	1	0	0	0	0
90-24-53-21	5c968f74803847958cd4156bf676c35c	1	0	1	0	0	0	0
39-30-14-88	4bb5a4a1fa494f5d8fe0ddb525e6838f	6	0	1	0	0	0	0
74-12-52-26	6622f8e17785401ba0e931948bca462d	4	0	0	0	0	1	0
40-09-84-56	67e31c24f1cc4eb79243aef71038ac09	6	0	1	0	0	0	0
88-85-81-95	5e5d40cb2d4a4099a48cf7df2bf144f8	9	1	0	0	0	0	0
88-85-81-95	5e5d40cb2d4a4099a48cf7df2bf144f8	12	1	0	0	0	0	0
57-36-13-94	4c6945223d1347178ca4e8637d9d6f9c	1	0	1	0	0	0	0
57-36-13-94	4c6945223d1347178ca4e8637d9d6f9c	5	0	1	0	0	0	0
57-36-13-94	4c6945223d1347178ca4e8637d9d6f9c	7	0	0	0	0	1	0
71-69-60-07	5e9b9cd8c89d44f29237ff58909e1c8c	1	0	1	0	0	0	0
71-69-60-07	5e9b9cd8c89d44f29237ff58909e1c8c	3	0	0	0	0	1	0
58-24-55-41	5f06330d87bd49e29b6bf3e701c48387	7	0	0	0	0	1	0
58-24-55-41	5f06330d87bd49e29b6bf3e701c48387	13	0	0	0	0	1	0
26-28-08-46	4c914ae8fe8c4963b7497062f6b09fe1	1	0	1	0	0	0	0
26-28-08-46	4c914ae8fe8c4963b7497062f6b09fe1	7	0	0	0	0	1	0
28-21-01-61	4f3958525ff3472a8977c6c97b4f6227	6	0	1	0	0	0	0
28-21-01-61	4f3958525ff3472a8977c6c97b4f6227	12	1	0	0	0	0	0
18-94-78-54	4f4d2f9cc99442aba632dd609b45fef4	4	0	0	0	0	1	0
18-94-78-54	4f4d2f9cc99442aba632dd609b45fef4	6	0	1	0	0	0	0
18-94-78-54	4f4d2f9cc99442aba632dd609b45fef4	13	0	0	1	0	0	0
33-43-57-99	4fae8614b3cc4c9586450139d36417dc	4	0	0	0	0	1	0
33-43-57-99	4fae8614b3cc4c9586450139d36417dc	8	0	1	0	0	0	0
50-54-66-10	84f38aa01c9b4115948bb3a133afe9e0	1	0	1	0	0	0	0
50-54-66-10	84f38aa01c9b4115948bb3a133afe9e0	5	0	1	0	0	0	0
50-54-66-10	84f38aa01c9b4115948bb3a133afe9e0	8	0	1	0	0	0	0
75-04-26-80	6904a85bd6e241de92e90a7602c833c6	4	0	0	0	0	1	0
75-04-26-80	6904a85bd6e241de92e90a7602c833c6	6	0	1	0	0	0	0
75-04-26-80	6904a85bd6e241de92e90a7602c833c6	12	1	0	0	0	0	0
54-68-14-14	a557fa9152914a4996ce6b905cc3479e	7	0	0	0	0	1	0
54-68-14-14	a557fa9152914a4996ce6b905cc3479e	15	0	0	0	0	1	0
02-46-63-22	a72bde9f19c94fa9a6ee4f7b9c5ad513	15	0	0	0	0	1	0
19-32-14-53	6a45658023cf44f8ab6e772fd8d495c9	1	0	1	0	0	0	0
19-32-14-53	6a45658023cf44f8ab6e772fd8d495c9	7	0	0	0	0	1	0
83-50-04-47	85522f02093b462eb512de7a523ec253	4	0	0	0	0	1	0
83-50-04-47	85522f02093b462eb512de7a523ec253	5	0	1	0	0	0	0
71-33-59-64	6bb037ffb9544084a5eff6159579f1b7	5	0	0	1	0	0	0
25-79-36-64	a995975b0c1a4699b3535d01fd33d1fd	15	0	0	0	0	1	0
81-76-05-65	8618402a96bc4cbf94884c8c40fea5c5	4	0	0	0	0	1	0
23-26-95-16	ab07bd28910a4ba4979400793673946a	1	0	1	0	0	0	0
23-26-95-16	ab07bd28910a4ba4979400793673946a	3	0	1	0	0	1	0
43-95-51-28	866e39e3eced48589d8b306446bdf296	7	0	0	0	0	1	0
25-54-18-33	6c62a3c9a29440e4a17d5236c7220506	1	0	1	0	0	0	0
04-65-44-43	874f04b5de7e4288a5b438e0c3be86ae	1	0	1	0	0	0	0
24-60-03-96	ab3918e1db8c4fa3bab3c91cd97e8ec4	4	0	0	0	0	1	0
24-60-03-96	ab3918e1db8c4fa3bab3c91cd97e8ec4	5	0	1	0	0	0	0
24-60-03-96	ab3918e1db8c4fa3bab3c91cd97e8ec4	12	1	0	0	0	0	0
24-60-03-96	ab3918e1db8c4fa3bab3c91cd97e8ec4	13	0	0	0	0	1	0
15-38-36-78	6c7bf6a2b37d4eefabbe1f05979e6934	5	0	1	0	0	0	0
20-38-33-57	8afce6ac40b84570826bdead2dc953b5	8	0	0	0	0	1	0
98-23-44-39	abf9353bdd034bae8b80dc94c21053d8	4	0	0	0	0	1	0
98-23-44-39	abf9353bdd034bae8b80dc94c21053d8	7	0	0	0	0	1	0
98-23-44-39	abf9353bdd034bae8b80dc94c21053d8	9	1	1	0	0	0	0
98-23-44-39	abf9353bdd034bae8b80dc94c21053d8	11	0	0	0	0	1	0
98-23-44-39	abf9353bdd034bae8b80dc94c21053d8	12	1	0	0	0	0	0
53-78-14-40	8dbe6fd981294e8c8806b5a8f78b3994	4	0	0	0	0	1	0
53-78-14-40	8dbe6fd981294e8c8806b5a8f78b3994	5	0	1	0	0	0	0
53-78-14-40	8dbe6fd981294e8c8806b5a8f78b3994	12	0	0	1	0	0	0
53-77-35-02	acf7560cbddb472ca87ddf2256f6acfc	5	0	1	0	0	0	0
53-77-35-02	acf7560cbddb472ca87ddf2256f6acfc	8	0	1	0	0	1	0
53-77-35-02	acf7560cbddb472ca87ddf2256f6acfc	11	0	0	0	0	1	0
56-32-34-57	8ddb3b8ab2fd4d71895f0ba3cf036671	1	0	1	0	0	0	0
56-32-34-57	8ddb3b8ab2fd4d71895f0ba3cf036671	13	1	0	0	0	0	0
93-93-07-01	6d06d392204d46858b9356ada5ab2c20	9	0	0	1	0	0	0
93-93-07-01	6d06d392204d46858b9356ada5ab2c20	12	0	0	1	0	0	0
49-23-67-20	8e2a1ffa1bc64285be5ad304344bbf77	1	0	1	0	0	0	0
13-67-00-39	ad08f67c8eda4e4fb30a9734e3b14c43	4	0	0	0	0	1	0
13-67-00-39	ad08f67c8eda4e4fb30a9734e3b14c43	12	1	0	0	0	0	0
74-74-18-76	8eb57f01994449fabdb08ac5ee63642d	7	0	0	0	0	1	0
15-73-05-70	adfa75ff49c04064ab651f1052cc8ce1	5	0	1	0	0	0	0
15-73-05-70	adfa75ff49c04064ab651f1052cc8ce1	9	1	0	0	0	0	0
15-73-05-70	adfa75ff49c04064ab651f1052cc8ce1	12	1	0	0	0	0	0
15-73-05-70	adfa75ff49c04064ab651f1052cc8ce1	13	0	0	0	0	1	0
16-04-58-43	8ec76cfe86954f7a83ad3c19c8c90c44	1	0	1	0	0	0	0
16-04-58-43	8ec76cfe86954f7a83ad3c19c8c90c44	5	0	1	0	0	0	0
16-04-58-43	8ec76cfe86954f7a83ad3c19c8c90c44	7	0	0	0	0	1	0
21-66-98-53	6f474fbe422a4ef7bbd0c7ced77bcfae	1	0	1	0	0	0	0
21-66-98-53	6f474fbe422a4ef7bbd0c7ced77bcfae	4	0	0	0	0	1	0
21-66-98-53	6f474fbe422a4ef7bbd0c7ced77bcfae	7	0	0	0	0	1	0
81-50-13-12	938af7b036ac4a3c85ae00f193767a29	1	0	1	0	0	0	0
81-50-13-12	938af7b036ac4a3c85ae00f193767a29	5	0	1	0	0	0	0
81-50-13-12	938af7b036ac4a3c85ae00f193767a29	9	1	0	0	0	0	0
81-50-13-12	938af7b036ac4a3c85ae00f193767a29	12	1	0	0	0	0	0
40-81-05-50	af841d8d89764168b16160939d44cafc	1	0	1	0	0	0	0
40-81-05-50	af841d8d89764168b16160939d44cafc	4	0	1	0	0	0	0
40-81-05-50	af841d8d89764168b16160939d44cafc	9	1	0	0	0	0	0
40-81-05-50	af841d8d89764168b16160939d44cafc	12	1	0	0	0	0	0
23-11-23-02	93eb705deed442b78fdfed262b7f9b1e	4	0	0	0	0	1	0
23-11-23-02	93eb705deed442b78fdfed262b7f9b1e	5	0	1	0	0	0	0
23-11-23-02	93eb705deed442b78fdfed262b7f9b1e	12	1	0	0	0	0	0
23-11-23-02	93eb705deed442b78fdfed262b7f9b1e	13	0	0	0	0	1	0
33-37-34-45	affa2f6697df471d9a23d9d43e4bd92a	1	0	1	0	0	0	0
33-37-34-45	affa2f6697df471d9a23d9d43e4bd92a	9	1	0	0	0	0	0
66-64-07-62	6f47a74136e44e329b6311d69aafb914	5	0	1	0	0	0	0
67-06-04-84	b09488eeabf4432183b0c92fc9513205	1	0	1	0	0	0	0
67-06-04-84	b09488eeabf4432183b0c92fc9513205	9	1	0	0	0	0	0
88-84-38-52	9450504012f4411f943ea619e43d10aa	4	0	0	0	0	1	0
88-84-38-52	9450504012f4411f943ea619e43d10aa	8	0	1	0	0	1	0
88-84-38-52	9450504012f4411f943ea619e43d10aa	12	1	0	0	0	0	0
97-49-31-07	b1a04e7acef64bfa9bfe3e51e65f33f2	8	0	1	0	0	0	0
97-49-31-07	b1a04e7acef64bfa9bfe3e51e65f33f2	9	0	0	1	0	0	0
34-00-42-12	7285aa0c0cd846359efc639af6c60cd4	3	0	0	0	0	1	0
34-00-42-12	7285aa0c0cd846359efc639af6c60cd4	5	0	1	0	0	0	0
34-00-42-12	7285aa0c0cd846359efc639af6c60cd4	12	1	0	0	0	0	0
70-64-38-27	9492f11d862945959d50ec121cc3b427	12	1	0	0	0	0	0
72-84-02-08	72c47798cef14235b903fcf6f3f50a81	4	0	0	0	0	1	0
72-84-02-08	72c47798cef14235b903fcf6f3f50a81	5	0	1	0	0	1	0
72-84-02-08	72c47798cef14235b903fcf6f3f50a81	8	0	0	0	0	1	0
93-77-20-84	952567d2a5fa42cab64fae914a18c4a0	4	0	0	0	0	1	0
93-77-20-84	952567d2a5fa42cab64fae914a18c4a0	7	0	0	0	0	1	0
93-77-20-84	952567d2a5fa42cab64fae914a18c4a0	11	0	0	0	0	1	0
03-59-70-61	b3326a395d824f9e8cf45f576a7b3563	4	0	0	0	0	1	0
03-59-70-61	b3326a395d824f9e8cf45f576a7b3563	6	0	1	0	0	0	0
03-59-70-61	b3326a395d824f9e8cf45f576a7b3563	7	0	0	0	0	1	0
03-59-70-61	b3326a395d824f9e8cf45f576a7b3563	8	0	1	0	0	0	0
34-55-09-87	95d56ef447094cfca51c817d2c8d8c92	5	0	1	0	0	0	0
05-28-84-77	9605cd3a9d1641dfbc8a12b81a6bc699	1	0	1	0	0	0	0
05-28-84-77	9605cd3a9d1641dfbc8a12b81a6bc699	4	0	0	0	0	1	0
05-28-84-77	9605cd3a9d1641dfbc8a12b81a6bc699	7	0	0	0	0	1	0
39-87-96-29	b3b69b42c7294f6ebc40457ce71e5949	1	0	1	0	0	0	0
39-87-96-29	b3b69b42c7294f6ebc40457ce71e5949	4	0	0	0	0	1	0
39-87-96-29	b3b69b42c7294f6ebc40457ce71e5949	9	1	0	0	0	0	0
39-87-96-29	b3b69b42c7294f6ebc40457ce71e5949	12	1	0	0	0	0	0
39-87-96-29	b3b69b42c7294f6ebc40457ce71e5949	14	0	0	0	0	1	0
94-59-68-12	96b8922025f149488ed8303f450f877b	1	0	1	0	0	0	0
94-59-68-12	96b8922025f149488ed8303f450f877b	8	0	0	0	0	0	1
94-59-68-12	96b8922025f149488ed8303f450f877b	9	1	0	0	0	0	0
61-39-92-82	b428f86cd5104cec9aa9ab48887edc29	4	0	0	0	0	1	0
00-63-08-11	98374e4cf3d94050b8b0481b27c50643	4	0	0	0	0	1	0
00-63-08-11	98374e4cf3d94050b8b0481b27c50643	7	0	0	0	0	1	0
58-83-98-50	75695236ebcb426bb24fa733f4d57c7c	7	0	0	0	0	1	0
11-02-75-26	b6e72da1b9394fafad21756b62c2fe4e	5	1	0	0	0	0	0
11-02-75-26	b6e72da1b9394fafad21756b62c2fe4e	9	1	0	0	0	0	0
11-02-75-26	b6e72da1b9394fafad21756b62c2fe4e	12	1	0	0	0	0	0
56-47-38-22	7599353465ab44f1b143db4f9f0ac3d8	1	0	1	0	0	0	0
56-47-38-22	7599353465ab44f1b143db4f9f0ac3d8	3	0	1	0	0	1	0
70-43-77-82	b77ab1883f2a44d0b7e02d96ca3b8531	1	0	1	0	0	0	0
70-43-77-82	b77ab1883f2a44d0b7e02d96ca3b8531	4	0	0	0	0	1	0
70-43-77-82	b77ab1883f2a44d0b7e02d96ca3b8531	7	0	0	0	0	1	0
35-89-38-76	9d05ed99fabc48b6ae4e721cf5f15441	5	0	1	0	0	0	0
35-89-38-76	9d05ed99fabc48b6ae4e721cf5f15441	8	0	0	0	0	1	0
99-93-56-78	9e64191bc3a14f32b02b05167d26b2d8	1	0	1	0	0	0	0
99-93-56-78	9e64191bc3a14f32b02b05167d26b2d8	5	1	1	0	0	0	0
99-93-56-78	9e64191bc3a14f32b02b05167d26b2d8	12	0	1	0	0	0	0
21-18-71-63	b9bbaa8aea9a40438151a88362a480a8	9	1	0	0	0	0	0
39-63-30-98	a076ce2cc5ab4dd1b78620e975f3663b	3	0	0	0	0	1	0
39-63-30-98	a076ce2cc5ab4dd1b78620e975f3663b	5	0	1	0	0	0	0
